ts,vault_id,count,mean_s194,stddev_s194
1680307200000,1003,560,18.3607142857143,2.3046719735569634
1680307200000,1002,557,22.63734290843804,2.530654956705903
1680307200000,1015,538,26.16542750929372,4.080264750162738
1680307200000,1012,567,30.754850088183414,7.651753784311148
1680307200000,1004,545,19.70275229357799,2.6815840740594585
1680307200000,1014,548,26.08394160583942,5.4982361615997215
1680307200000,1019,565,27.762831858407083,5.093491095587311
1680307200000,1008,577,29.58925476603122,4.143614016444248
1680307200000,1013,540,26.687037037037054,4.437174145293065
1680307200000,1001,548,18.24817518248172,1.8697281402472195
1680307200000,1009,533,27.748592870544098,3.3851487469269723
1680307200000,1016,537,26.38919925512104,4.63472804183703
1680307200000,1010,521,22.05182341650674,2.7913330037795694
1680307200000,1011,526,26.256653992395446,6.620653357346684
1680307200000,1005,547,21.25959780621575,2.7413323648633328
1680307200000,1006,556,22.791366906474828,3.937301074317501
1680307200000,1000,564,22.14539007092198,2.3766470456766653
1680307200000,1007,554,25.74368231046931,4.629804163990277
1680307200000,1020,573,26.51657940663177,5.863406205869565
1680307200000,1017,556,28.197841726618716,5.383698686746798
1680307200000,1018,544,27.325367647058844,3.8233098015729823
1680393600000,1005,564,22.156028368794335,2.6266395551459603
1680393600000,1010,549,23.42987249544626,2.8695958701819833
1680393600000,1015,558,25.351254480286737,4.336218417576082
1680393600000,1004,546,20.90109890109889,2.527884614665593
1680393600000,1003,573,19.58638743455498,2.220759423275202
1680393600000,1001,555,19.488288288288306,1.9583542572487351
1680393600000,1020,534,26.602996254681667,5.336664782953345
1680393600000,1009,545,27.6954128440367,3.3358123988762465
1680393600000,1019,567,26.96649029982363,5.485986534885785
1680393600000,1000,552,23.355072463768124,2.3069396597333314
1680393600000,1006,593,23.075885328836456,3.0357067502172863
1680393600000,1018,584,26.746575342465764,4.131312291913907
1680393600000,1012,550,29.9690909090909,8.305031124393725
1680393600000,1007,546,25.53663003663002,3.9976523843140415
1680393600000,1016,532,26.5187969924812,5.131933925855889
1680393600000,1017,533,27.53470919324576,5.389457803285298
1680393600000,1011,582,26.647766323024054,6.264232276791009
1680393600000,1013,549,25.93260473588343,4.883778148717439
1680393600000,1002,556,23.94604316546764,2.5363594876092854
1680393600000,1008,564,28.863475177304963,4.231844008214657
1680393600000,1014,548,25.638686131386855,6.198198100783255
1680480000000,1005,564,22.395390070921984,2.4929128725299585
1680480000000,1011,522,26.802681992337156,5.8402725604254995
1680480000000,1016,565,26.242477876106193,5.437553379696161
1680480000000,1020,545,27.192660550458715,5.330746457876716
1680480000000,1009,533,27.915572232645424,3.634939251974276
1680480000000,1007,555,25.470270270270277,3.860439795436104
1680480000000,1003,572,19.81818181818181,2.0616976108751026
1680480000000,1000,540,23.561111111111092,2.2893572160292153
1680480000000,1013,541,25.667282809611816,4.880063544237569
1680480000000,1012,565,29.792920353982293,7.702671969096402
1680480000000,1001,530,19.87924528301888,1.7207022009883677
1680480000000,1010,542,23.697416974169716,2.71382317021463
1680480000000,1006,557,23.1274685816876,3.065223163299479
1680480000000,1014,546,25.62087912087911,6.212819238916674
1680480000000,1008,560,28.601785714285715,4.556973506503265
1680480000000,1017,540,27.909259259259283,5.612164382898523
1680480000000,1002,570,24.235087719298225,2.4986809334235813
1680480000000,1004,563,21.08525754884548,2.6443748252599737
1680480000000,1018,551,26.905626134301272,4.397332364675752
1680480000000,1015,562,25.20996441281137,4.241637300177091
1680480000000,1019,556,27.370503597122315,5.614921603263739
1680566400000,1004,546,19.864468864468876,2.757465494962635
1680566400000,1012,551,30.58076225045371,6.9640839742019205
1680566400000,1017,537,28.450651769087546,5.337305743237177
1680566400000,1014,547,26.010968921389406,5.874127506949167
1680566400000,1015,522,26.249042145593886,4.397614193749685
1680566400000,1013,573,26.612565445026192,4.75078012158309
1680566400000,1016,541,26.9833641404806,5.2087622538522655
1680566400000,1005,528,21.53598484848485,2.7815181198409236
1680566400000,1003,553,18.57866184448462,2.25254614783468
1680566400000,1010,569,22.131810193321613,2.838714446785527
1680566400000,1008,552,30.259057971014474,4.130791531341075
1680566400000,1001,527,18.561669829222016,1.9193559452045819
1680566400000,1011,568,26.42781690140842,6.250649418529621
1680566400000,1018,579,28.000000000000014,4.316621131519373
1680566400000,1002,557,22.592459605026935,2.5965141028357674
1680566400000,1006,556,22.789568345323755,3.83214932668172
1680566400000,1019,558,27.991039426523315,5.207534107903447
1680566400000,1020,535,26.02616822429908,5.346711973068912
1680566400000,1007,576,26.487847222222232,4.884387715721177
1680566400000,1000,553,22.37974683544304,2.301642909036744
1680566400000,1009,542,27.48339483394834,3.342813228965096
1680652800000,1016,524,27.238549618320615,5.485454658123495
1680652800000,1015,559,26.3488372093023,4.245802638293986
1680652800000,1007,560,26.77499999999999,5.04073744498427
1680652800000,1008,578,30.536332179930785,4.1509091577314825
1680652800000,1011,559,25.982110912343476,6.504178572674577
1680652800000,1014,546,26.223443223443233,6.057634492555191
1680652800000,1017,548,28.226277372262793,5.6413110625347365
1680652800000,1004,572,19.80944055944055,2.7512866026989866
1680652800000,1012,571,30.366024518388787,6.549742311210222
1680652800000,1018,543,28.272559852670344,4.424366684265148
1680652800000,1006,567,23.126984126984127,4.096636805306102
1680652800000,1009,551,27.546279491832998,3.1653148264956497
1680652800000,1010,545,22.07889908256881,2.749868760053385
1680652800000,1019,546,28.17032967032967,5.69293129065413
1680652800000,1005,562,21.411032028469744,2.900627383554063
1680652800000,1002,574,22.614982578397207,2.586685990810197
1680652800000,1003,540,18.379629629629616,2.3192250984707123
1680652800000,1020,562,26.403914590747313,5.3560087349116445
1680652800000,1013,540,26.712962962962962,4.795349722352341
1680652800000,1000,556,22.134892086330915,2.3887435324892743
1680652800000,1001,518,18.33976833976833,1.777900426595193
1680739200000,1019,554,28.52527075812276,5.792391687690673
1680739200000,1016,559,27.645796064400688,5.38647377035903
1680739200000,1001,552,18.219202898550723,1.7536461623054738
1680739200000,1000,547,22.142595978062147,2.4602620224787426
1680739200000,1003,554,18.3231046931408,2.351239240766389
1680739200000,1004,566,19.68904593639575,2.843179102120665
1680739200000,1013,533,26.921200750469037,4.53281486336728
1680739200000,1012,554,30.608303249097478,6.317689766634614
1680739200000,1018,521,28.564299424184295,4.339464689002071
1680739200000,1009,559,27.452593917710207,3.174295772891691
1680739200000,1014,525,26.550476190476214,5.903471675738353
1680739200000,1010,540,22.1092592592593,2.750798063893197
1680739200000,1006,540,23.05925925925927,4.070825588455119
1680739200000,1007,538,26.784386617100367,4.794275925815696
1680739200000,1017,549,28.7030965391621,5.485981593441861
1680739200000,1015,545,26.66605504587156,4.2111594608038
1680739200000,1005,537,21.404096834264426,2.933755866315899
1680739200000,1008,532,30.499999999999996,3.8943195871783542
1680739200000,1011,528,26.263257575757578,6.689424545748546
1680739200000,1020,561,26.424242424242426,5.3122214721994565
1680739200000,1002,570,22.50701754385966,2.505695420985893
1680825600000,1001,553,18.207956600361662,1.8223079166377447
1680825600000,1020,544,26.261029411764707,5.572712691933015
1680825600000,1018,528,27.94696969696969,4.113317832263004
1680825600000,1005,567,20.943562610229254,2.565810131649211
1680825600000,1009,542,27.400369003690017,3.1541188417133426
1680825600000,1006,535,23.01308411214954,3.7985085805789787
1680825600000,1007,561,25.885918003565045,4.6848347188843915
1680825600000,1002,555,22.522522522522497,2.563443528316405
1680825600000,1008,531,30.118644067796634,3.912612750495171
1680825600000,1015,560,26.392857142857142,4.063355907595526
1680825600000,1012,585,30.51452991452993,6.301517334091878
1680825600000,1000,563,22.01243339253997,2.4527248868463722
1680825600000,1016,541,27.17929759704251,5.2819763650106655
1680825600000,1010,556,21.88489208633094,2.7281096294862897
1680825600000,1017,546,28.45421245421243,5.735988962562041
1680825600000,1014,554,26.397111913357403,6.03735139751173
1680825600000,1004,563,19.62522202486677,2.778899218573309
1680825600000,1003,568,18.285211267605643,2.2862967965045646
1680825600000,1013,557,26.960502692998173,4.515188408643686
1680825600000,1011,541,26.197781885397397,6.9075692967479485
1680825600000,1019,563,27.813499111900537,5.2887137950843925
1680912000000,1004,537,19.6294227188082,2.706837362940053
1680912000000,1013,529,26.72589792060492,4.5342249008712905
1680912000000,1009,567,27.35978835978836,3.114596654884939
1680912000000,1020,529,26.02079395085067,5.471477569422232
1680912000000,1019,541,27.776340110905732,5.259196029499464
1680912000000,1011,538,26.50371747211893,6.998336137058197
1680912000000,1017,548,28.421532846715323,5.470149327094343
1680912000000,1008,556,29.606115107913666,3.8863909492162154
1680912000000,1012,555,30.554954954954965,6.4959128880296575
1680912000000,1007,550,25.76363636363637,4.504859292428222
1680912000000,1016,555,27.156756756756725,5.261631804467135
1680912000000,1010,536,21.996268656716428,2.687455294064481
1680912000000,1018,536,27.990671641791035,4.1887596268591905
1680912000000,1015,553,26.358047016274863,3.986641346098638
1680912000000,1006,554,22.819494584837543,3.710098008210997
1680912000000,1003,564,18.186170212765976,2.2896213930973954
1680912000000,1005,546,21.047619047619058,2.5881742014035365
1680912000000,1014,588,26.394557823129283,5.609747932436476
1680912000000,1001,541,18.092421441774498,1.8039970681954893
1680912000000,1002,550,22.652727272727276,2.4630866462882905
1680912000000,1000,564,22.10460992907799,2.319439822654097
1680998400000,1016,560,27.2642857142857,5.087584543132085
1680998400000,1003,556,18.24640287769785,2.1790330964892
1680998400000,1012,567,30.53439153439153,6.276756066851333
1680998400000,1005,570,21.214035087719267,2.7271619885785485
1680998400000,1017,544,28.477941176470598,5.750127758067858
1680998400000,1011,559,26.30769230769232,6.830654723243338
1680998400000,1013,560,26.914285714285715,4.483299504177753
1680998400000,1018,534,28.136704119850204,4.110805921826625
1680998400000,1015,546,26.454212454212442,4.006727212653145
1680998400000,1001,557,18.17235188509873,1.8483193897705168
1680998400000,1004,543,19.585635359116,2.72468826064822
1680998400000,1009,544,27.255514705882312,3.0458387081799727
1680998400000,1006,551,22.744101633393836,3.6717393278213595
1680998400000,1002,571,22.6479859894921,2.5458067290267237
1680998400000,1014,530,26.656603773584912,6.198893414082383
1680998400000,1007,532,25.5169172932331,4.496671240958943
1680998400000,1000,534,21.926966292134832,2.4395704745251696
1680998400000,1010,546,21.875457875457883,2.822430189621434
1680998400000,1008,545,29.29724770642202,4.001802413664875
1680998400000,1019,559,27.942754919499087,5.264026859424778
1680998400000,1020,523,26.19311663479924,5.807495358323152
1681084800000,1002,574,22.54355400696864,2.6646189181107216
