ts,vault_id,count,mean_s194,stddev_s194
1679184000000,1003,5603,18.61181509905405,2.317863581330244
1679184000000,1002,5634,22.889953851615207,2.6192073240903913
1679184000000,1015,5481,26.14705345739824,4.182634304922085
1679184000000,1012,5630,30.422557726465428,6.933633763491942
1679184000000,1004,5537,19.974173740292503,2.771634123797028
1679184000000,1014,5467,26.231937077007462,5.982256722755614
1679184000000,1019,5551,27.823635381012355,5.396634570872248
1679184000000,1008,5558,29.669485426412358,4.138023683921504
1679184000000,1013,5462,26.63658000732334,4.676449886449706
1679184000000,1001,5447,18.538645125757256,1.916816547755746
1679184000000,1009,5441,27.495680941003464,3.251587522400358
1679184000000,1016,5457,27.002382261315688,5.242627993929688
1679184000000,1010,5471,22.327728020471586,2.8434273825048755
1679184000000,1011,5473,26.365247579024274,6.56396871742844
1679184000000,1005,5539,21.455316844195643,2.746339068792519
1679184000000,1006,5572,22.925520459440083,3.715470260785406
1679184000000,1000,5538,22.374142289635245,2.434356802611173
1679184000000,1007,5508,25.98311546840954,4.582306822548307
1679184000000,1020,5448,26.39133627019098,5.5153651734498235
1679184000000,1017,5473,28.28028503562946,5.5278739904607415
1679184000000,1018,5472,27.77777777777782,4.233578978418891
