ts,vault id,count,mean_s194,stddev_s194
1680307200000,1003,560,18.360714285714284,2.30261331126713
1680307200000,1008,577,29.589254766031196,4.140021805958486
1680307200000,1002,557,22.63734290843806,2.528382253098192
1680307200000,1015,538,26.16542750929368,4.076470918798321
1680307200000,1012,567,30.75485008818342,7.64500322826894
1680307200000,1004,545,19.70275229357798,2.6791227756298266
1680307200000,1014,548,26.083941605839417,5.493217232063003
1680307200000,1019,565,27.76283185840708,5.088981585101128
1680307200000,1013,540,26.687037037037037,4.433063746870041
1680307200000,1001,548,18.248175182481752,1.8680214049392212
1680307200000,1009,533,27.74859287054409,3.3819716943763285
1680307200000,1016,537,26.389199255121042,4.6304106416994
1680307200000,1010,521,22.051823416506718,2.7886528946605913
1680307200000,1011,526,26.25665399239544,6.614356966614331
1680307200000,1005,547,21.259597806215723,2.7388254303061523
1680307200000,1006,556,22.79136690647482,3.93375874244938
1680307200000,1000,564,22.145390070921987,2.3745391543123304
1680307200000,1007,554,25.743682310469314,4.6256237530574715
1680307200000,1020,573,26.516579406631763,5.858287561327024
1680307200000,1017,556,28.197841726618705,5.378855052219882
1680307200000,1018,544,27.325367647058822,3.819794113655616
1680393600000,1005,564,22.156028368794328,2.6243099408914743
1680393600000,1010,549,23.429872495446265,2.8669812036981215
1680393600000,1015,558,25.351254480286737,4.332331174824717
1680393600000,1004,546,20.9010989010989,2.525568641101347
1680393600000,1003,573,19.586387434554975,2.2188207416107937
1680393600000,1001,555,19.488288288288288,1.9565891786951932
1680393600000,1020,534,26.60299625468165,5.331665564260812
1680393600000,1009,545,27.695412844036696,3.332750615395972
1680393600000,1019,567,26.966490299823633,5.4811466693341115
1680393600000,1000,552,23.355072463768117,2.304849093232576
1680393600000,1006,593,23.075885328836424,3.0331460523763423
1680393600000,1018,584,26.746575342465754,4.127773694012421
1680393600000,1012,550,29.96909090909091,8.29747766114439
1680393600000,1007,546,25.536630036630036,3.9939898527303734
1680393600000,1016,532,26.518796992481203,5.127108410989182
1680393600000,1017,533,27.534709193245778,5.384399653129837
1680393600000,1011,582,26.647766323024054,6.258848320251145
1680393600000,1013,549,25.932604735883423,4.879328236040614
1680393600000,1002,556,23.946043165467625,2.5340775622821754
1680393600000,1008,564,28.863475177304963,4.22809070902106
1680393600000,1014,548,25.638686131386862,6.1925402282204685
1680480000000,1005,564,22.395390070921987,2.4907018628953623
1680480000000,1011,522,26.802681992337163,5.8346757478697375
1680480000000,1016,565,26.242477876106193,5.432739254467565
1680480000000,1020,545,27.192660550458715,5.325853619344253
1680480000000,1012,565,29.7929203539823,7.695852426396817
1680480000000,1019,556,27.3705035971223,5.609869940879578
1680480000000,1009,533,27.915572232645403,3.6315277643602184
1680480000000,1007,555,25.47027027027027,3.8569603537238004
1680480000000,1003,572,19.818181818181817,2.0598946392920605
1680480000000,1000,540,23.56111111111111,2.2872364585420666
1680480000000,1013,541,25.66728280961183,4.875551233014463
1680480000000,1001,530,19.879245283018868,1.719078130592538
1680480000000,1010,542,23.69741697416974,2.7113184874749865
1680480000000,1006,557,23.127468581687612,3.062470380379284
1680480000000,1014,546,25.62087912087912,6.207127236586657
1680480000000,1008,560,28.601785714285715,4.552902962138877
1680480000000,1017,540,27.909259259259258,5.606965526402517
1680480000000,1002,570,24.235087719298246,2.4964881458722714
1680480000000,1004,563,21.08525754884547,2.642025313623052
1680480000000,1018,551,26.905626134301272,4.393340232790895
1680480000000,1015,562,25.209964412811388,4.237861921324713
1680566400000,1004,546,19.864468864468865,2.754939186145538
1680566400000,1012,551,30.58076225045372,6.957761608873012
1680566400000,1017,537,28.450651769087525,5.332333869085667
1680566400000,1014,547,26.010968921389395,5.868755647108618
1680566400000,1015,522,26.24904214559387,4.393399900310415
1680566400000,1013,573,26.612565445026178,4.746632778914282
1680566400000,1016,541,26.983364140480592,5.203946014030077
1680566400000,1005,528,21.535984848484848,2.778882858122013
1680566400000,1003,553,18.57866184448463,2.2505085660989685
1680566400000,1010,569,22.131810193321616,2.836218873163106
1680566400000,1008,552,30.259057971014492,4.127048176216672
1680566400000,1001,527,18.561669829222012,1.9175340597012436
1680566400000,1011,568,26.427816901408452,6.245144662359613
1680566400000,1018,579,28.0,4.31289186850657
1680566400000,1002,557,22.59245960502693,2.5941822531486176
1680566400000,1006,556,22.78956834532374,3.8287015982944035
1680566400000,1019,558,27.991039426523297,5.202865766213964
1680566400000,1020,535,26.026168224299067,5.341712708793819
1680566400000,1007,576,26.48784722222222,4.880145953986878
1680566400000,1000,553,22.379746835443036,2.2995609159295114
1680566400000,1009,542,27.48339483394834,3.3397280292039984
1680652800000,1016,524,27.23854961832061,5.4802179460389695
1680652800000,1011,559,25.98211091234347,6.498358277484127
1680652800000,1014,546,26.223443223443223,6.0520846659273575
1680652800000,1017,548,28.226277372262775,5.6361615305965955
1680652800000,1004,572,19.80944055944056,2.7488805798490015
1680652800000,1012,571,30.36602451838879,6.544004471903694
1680652800000,1018,543,28.27255985267035,4.420290804372548
1680652800000,1006,567,23.126984126984127,4.093022656560811
1680652800000,1009,551,27.54627949183303,3.1624411855705525
1680652800000,1015,559,26.348837209302324,4.242003261570373
1680652800000,1007,560,26.775,5.036234775532795
1680652800000,1008,578,30.536332179930795,4.1473168514266066
1680652800000,1010,545,22.078899082568807,2.747344786359513
1680652800000,1019,546,28.17032967032967,5.687715594377604
1680652800000,1005,562,21.41103202846975,2.898045605220016
1680652800000,1002,574,22.614982578397214,2.5844317977974347
1680652800000,1003,540,18.37962962962963,2.3170766727215244
1680652800000,1020,562,26.40391459074733,5.351241480976457
1680652800000,1013,540,26.712962962962962,4.790907526195248
1680652800000,1000,556,22.134892086330936,2.3865944150658924
1680652800000,1001,518,18.33976833976834,1.7761834774485572
1680739200000,1019,554,28.525270758122744,5.787161536116094
1680739200000,1018,521,28.56429942418426,4.335298135291465
1680739200000,1009,559,27.452593917710196,3.171455239192681
1680739200000,1014,525,26.55047619047619,5.89784664189719
1680739200000,1016,559,27.645796064400717,5.381653658637183
1680739200000,1001,552,18.219202898550726,1.7520569946366737
1680739200000,1000,547,22.142595978062158,2.4580121253254745
1680739200000,1003,554,18.323104693140795,2.3491162252176494
1680739200000,1004,566,19.68904593639576,2.8406663494405384
1680739200000,1013,533,26.921200750469044,4.528560695500549
1680739200000,1012,554,30.608303249097474,6.311985305185478
1680739200000,1010,540,22.10925925925926,2.7482498483727458
1680739200000,1006,540,23.05925925925926,4.0670545588468
1680739200000,1007,538,26.78438661710037,4.7898182066501995
1680739200000,1017,549,28.703096539162114,5.480982975917838
1680739200000,1015,545,26.66605504587156,4.207294237905103
1680739200000,1005,537,21.404096834264433,2.931022977165395
1680739200000,1008,532,30.5,3.890657790800012
1680739200000,1011,528,26.263257575757574,6.683086861193772
1680739200000,1020,561,26.424242424242426,5.307484760181121
1680739200000,1002,570,22.50701754385965,2.5034964776742363
1680825600000,1001,553,18.207956600361662,1.8206595147475868
1680825600000,1020,544,26.261029411764707,5.56758835733946
1680825600000,1018,528,27.946969696969695,4.109420798861086
1680825600000,1005,567,20.943562610229275,2.5635465139773026
1680825600000,1009,542,27.400369003690038,3.151207794631008
1680825600000,1006,535,23.01308411214953,3.7949569121253313
1680825600000,1007,561,25.885918003565063,4.680657424501427
1680825600000,1002,555,22.52252252252252,2.561133078519959
1680825600000,1008,531,30.11864406779661,3.9089268215088393
1680825600000,1015,560,26.392857142857142,4.059726290160506
1680825600000,1012,585,30.514529914529916,6.296129118199271
1680825600000,1000,563,22.012433392539965,2.4505456550639484
1680825600000,1016,541,27.179297597042513,5.277092428353705
1680825600000,1010,556,21.884892086330936,2.7256551893767056
1680825600000,1017,546,28.454212454212453,5.730733818112429
1680825600000,1014,554,26.3971119133574,6.031900063309827
1680825600000,1004,563,19.625222024866787,2.776430182796089
1680825600000,1003,568,18.285211267605632,2.284283324694794
1680825600000,1013,557,26.960502692998205,4.511133456403486
1680825600000,1011,541,26.19778188539741,6.9011822687554805
1680825600000,1019,563,27.813499111900533,5.2840148036678505
1680912000000,1004,537,19.629422718808193,2.704315855766853
1680912000000,1015,553,26.358047016274863,3.9830351568974023
1680912000000,1006,554,22.819494584837546,3.7067480318996977
1680912000000,1003,564,18.18617021276596,2.287590686362522
1680912000000,1013,529,26.725897920604915,4.529937216790927
1680912000000,1009,567,27.35978835978836,3.111848884914774
1680912000000,1020,529,26.020793950850663,5.466303594204097
1680912000000,1019,541,27.77634011090573,5.254333156495201
1680912000000,1011,538,26.50371747211896,6.991829082060213
1680912000000,1017,548,28.42153284671533,5.465156035933115
1680912000000,1008,556,29.60611510791367,3.882894420438867
1680912000000,1012,555,30.554954954954955,6.490058075764794
1680912000000,1007,550,25.763636363636362,4.5007621025924385
1680912000000,1016,555,27.156756756756756,5.256889458479276
1680912000000,1010,536,21.996268656716417,2.6849471691185878
1680912000000,1018,536,27.990671641791046,4.184850377639038
1680912000000,1005,546,21.047619047619047,2.585802992292438
1680912000000,1014,588,26.39455782312925,5.604975708746302
1680912000000,1001,541,18.09242144177449,1.802329016920454
1680912000000,1002,550,22.652727272727272,2.4608464578791205
1680912000000,1000,564,22.104609929078013,2.317382669413325
1680998400000,1016,560,27.264285714285716,5.083040027224586
1680998400000,1017,544,28.477941176470587,5.7448402831491086
1680998400000,1011,559,26.307692307692307,6.824542279313782
1680998400000,1013,560,26.914285714285715,4.479294769565074
1680998400000,1018,534,28.136704119850187,4.1069550489235
1680998400000,1015,546,26.454212454212453,4.003056366978561
1680998400000,1006,551,22.74410163339383,3.6684059278352397
1680998400000,1002,571,22.64798598949212,2.5435764993134624
1680998400000,1014,530,26.656603773584905,6.193042640325636
1680998400000,1007,532,25.51691729323308,4.492443058321099
1680998400000,1000,534,21.926966292134832,2.437285162103634
1680998400000,1010,546,21.875457875457876,2.8198443620610525
1680998400000,1019,559,27.942754919499105,5.259316319904674
1680998400000,1020,523,26.193116634799235,5.8019406030030085
1680998400000,1003,556,18.246402877697843,2.177072652460721
1680998400000,1012,567,30.534391534391535,6.27121856593496
1680998400000,1005,570,21.2140350877193,2.724768691067459
1680998400000,1001,557,18.17235188509874,1.846659470809945
1680998400000,1004,543,19.585635359116022,2.722178183412842
1680998400000,1009,544,27.25551470588235,3.0430379363617504
1680998400000,1008,545,29.29724770642202,3.998129349638353
1681084800000,1002,574,22.54355400696864,2.66229680968001
1681084800000,1012,565,30.543362831858406,6.465454505732624
1681084800000,1004,556,19.83812949640288,2.807182352503848
1681084800000,1011,550,26.265454545454546,6.669502317041716
1681084800000,1016,543,27.39779005524862,5.302641432896239
1681084800000,1013,540,27.23148148148148,4.733267764572227
1681084800000,1019,542,27.944649446494466,5.10558978153686
1681084800000,1018,552,28.007246376811594,4.100188007021357
1681084800000,1015,538,26.314126394052046,4.0171363043981545
1681084800000,1010,567,22.03174603174603,2.7975261720483617
1681084800000,1009,525,27.104761904761904,3.0765590225934543
1681084800000,1000,565,22.015929203539823,2.3875994672948773
1681084800000,1007,536,25.832089552238806,4.54884109804508
1681084800000,1020,542,26.24169741697417,5.663265724702582
1681084800000,1017,572,28.402097902097903,5.407440723598018
1681084800000,1008,563,29.367673179396093,3.9379944702046425
1681084800000,1001,566,18.215547703180214,1.7692421069156503
1681084800000,1003,563,18.30017761989343,2.2270219951035486
