ts,vault id,count,mean_s194,stddev_s194
1680134400000,1003,560,18.360714285714284,2.30261331126713
1680134400000,1002,557,22.63734290843806,2.528382253098192
1680134400000,1015,538,26.16542750929368,4.076470918798321
1680134400000,1012,567,30.75485008818342,7.64500322826894
1680134400000,1004,545,19.70275229357798,2.6791227756298266
1680134400000,1014,548,26.083941605839417,5.493217232063003
1680134400000,1019,565,27.76283185840708,5.088981585101128
1680134400000,1008,577,29.589254766031196,4.140021805958486
1680134400000,1013,540,26.687037037037037,4.433063746870041
1680134400000,1001,548,18.248175182481752,1.8680214049392212
1680134400000,1009,533,27.74859287054409,3.3819716943763285
1680134400000,1016,537,26.389199255121042,4.6304106416994
1680134400000,1010,521,22.051823416506718,2.7886528946605913
1680134400000,1011,526,26.25665399239544,6.614356966614331
1680134400000,1005,547,21.259597806215723,2.7388254303061523
1680134400000,1006,556,22.79136690647482,3.93375874244938
1680134400000,1000,564,22.145390070921987,2.3745391543123304
1680134400000,1007,554,25.743682310469314,4.6256237530574715
1680134400000,1020,573,26.516579406631763,5.858287561327024
1680134400000,1017,556,28.197841726618705,5.378855052219882
1680134400000,1018,544,27.325367647058822,3.819794113655616
1680393600000,1005,1656,22.03985507246377,2.655020943585938
1680393600000,1001,1612,19.31389578163772,1.9473798542736351
1680393600000,1019,1681,27.440214158239144,5.4503459507893215
1680393600000,1000,1645,23.09483282674772,2.3544830263981957
1680393600000,1006,1706,22.999413833528724,3.3255379219019274
1680393600000,1018,1714,27.22112018669778,4.3136371261694
1680393600000,1010,1660,23.072289156626507,2.8894620858049214
1680393600000,1015,1642,25.58830694275274,4.343761924565929
1680393600000,1004,1655,20.621752265861026,2.6964469089128347
1680393600000,1003,1698,19.33627797408716,2.2419841872491673
1680393600000,1012,1666,30.111644657863145,7.677207582362715
1680393600000,1007,1677,25.841383422778772,4.303055174466342
1680393600000,1016,1638,26.576923076923077,5.26848207295585
1680393600000,1017,1610,27.96583850931677,5.455928516203333
1680393600000,1011,1672,26.62141148325359,6.126719730690542
1680393600000,1013,1663,26.080577269993988,4.8493357187042
1680393600000,1002,1683,23.595959595959595,2.6403843556582114
1680393600000,1008,1676,29.235680190930786,4.367780871358392
1680393600000,1014,1641,25.75685557586837,6.094121870624421
1680393600000,1020,1614,26.61090458488228,5.354337208175379
1680393600000,1009,1620,27.696913580246914,3.440695501746923
1680652800000,1016,1624,27.358990147783253,5.383318328092605
1680652800000,1011,1628,26.144963144963146,6.695270833526318
1680652800000,1014,1625,26.38830769230769,5.997228993262897
1680652800000,1017,1643,28.461351186853317,5.620061004750588
1680652800000,1004,1701,19.70840681951793,2.789854149287754
1680652800000,1012,1710,30.4953216374269,6.38581498977882
1680652800000,1018,1592,28.26005025125628,4.298704023177445
1680652800000,1006,1642,23.06760048721072,3.989900186639001
1680652800000,1009,1652,27.466707021791766,3.162389532968958
